Q12165	atpd_yeast	
P00856	atp8_yeast	
P05626	atpf_yeast	
P21306	atp5e_yeast	
P30902	atp7_yeast	
P07251	atpa_yeast	
P09457	atpo_yeast	
P38077	atpg_yeast	
Q06405	atpk_yeast	
Q12349	atp14_yeast	
P00854	atp6_yeast	
P00830	atpb_yeast	
P61829	atp9_yeast	
P81450	atp18_yeast	
